mlo,lesson,html_file,subject,app_dir,html_path,title,content
4_MA6_MLO_181,MA6_MLO_181_DOK2,index.html,MATH-G6,app,/Users/s.havaldar/Documents/data/raw_html/MATH-G6/4_MA6_MLO_181/MA6_MLO_181_DOK2/app/index.html,My lesson objective is to find the least common multiple of two or more numbers.,"['', 'Examine', 'If we are splitting, or dividing things into smaller pieces, we are looking for factors.', 'If we are repeating something over and over, we are looking for multiples.', 'Journal Entry', 'Open your Learning Journal, write down your thought of how to find the Least Common Multiple using prime factorization.', 'Learning Journal', 'Example', 'Evaluate', 'Noura is throwing a party. She goes to the store to buy cups and plates.', 'Cups are sold with 10 in a package and plates are sold with 8 in a package.', 'If she wants to have the same number of each item for the party, what is the least number of items of each Noura needs to buy?', '', 'Solution', 'When looking at this problem are we dividing or repeating? We are repeating. So, we will find the least common multiple.', 'Step 1:', 'Put together 10 cups at a time and 8 plates at a time.\n                                            \nFind the multiples using prime factorization.', 'Put together 10 cups at a time and 8 plates at a time.', 'Find the multiples using prime factorization.', '10 = 2 x 5\n\xa0 8 = 2 x 2 x 2', '10 = 2 x 5', '10', '8 = 2 x 2 x 2', '8', 'Step 2:', 'We are looking for the least common multiple.\nThat is, the least common multiple.', 'We are looking for the least common multiple.', 'That is, the least common multiple.', 'L.C.M. = 2 x 2 x 2 x 5\nL.C.M. = 8 x 5 = 40', 'L.C.M. = 2 x 2 x 2 x 5', 'L.C.M. = 8 x 5 = 40', '40 is the least common multiple.', 'Example', 'Evaluate', 'If cups are sold in packages of 10, and plates in packages of 8, how many packages of each does she need to get to 40?', 'Solution', 'Step 1:', 'Divide', '40\n ÷ \n10\n = \n4\n packages of cups', 'Step 2:', 'Divide', '40\n ÷ \n8\n = \n5\n packages of plates', 'Noura needs to buy 4 packages of cups and 5 packages of plates.', 'Example', 'Identify', 'What is the least common multiples of 4 and 7?', 'Solution', 'Engage', '', '12', '28', '29', '20', '', ""The least common multiple, or L.C.M., is another number that's useful in solving many math problems."", 'Example', 'Explain', 'What is the least common multiple (L.C.M.) of 21 and 49 by using prime factorization method?', 'Solution', 'Step 1:', 'List the prime factors of each number.', '', '', 'Step 2:', 'Multiply all prime factors.', '21 = 3 × 7\n49 = 7 × 7 = 7²', '21 = 3 × 7', '49 = 7 × 7 = 7²', 'Step 3:', 'If the same factor occurs more than once in both numbers, you multiply the factor the greatest number of times it occurs.', '3 × 7² = 3 × 7 × 7 = 147.', 'The required least common multiple (L.C.M.) of 21 and 49 = 147']"
4_MA6_MLO_181,MA6_MLO_181_DOK3,index.html,MATH-G6,app,/Users/s.havaldar/Documents/data/raw_html/MATH-G6/4_MA6_MLO_181/MA6_MLO_181_DOK3/app/index.html,My lesson objective is to find the least common multiple of two or more numbers.,"['', 'Engage', 'Two students are working on a few multiplication worksheets. The first student can finish a worksheet every 8 minutes and the second student can finish a worksheet every 12 minutes. In 120 minutes, how many times will they finish a worksheet at the same time?', '-- choose -- 6 times12 times\n\n5 times', 'Example', 'Relate', 'Two students are working on multiplication problems.', 'One can finish a problem every 4 seconds while the other finishes one every 6 seconds.', 'In 60 seconds, how many times will they finish a problem at the same time?', '', 'Solution', 'Step 1:', 'Decide if things are being divided in this problem or if they are being repeated over and over.', 'We are repeating, therefor we are working with multiples.', 'Step 2:', 'Find the multiples of 4 and 6 \nContinue the multiples of each up to 60', 'Find the multiples of 4 and 6', 'Continue the multiples of each up to 60', '4: \xa0\xa0 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60\n6: \xa0\xa0 6, 12, 18, 24, 30, 36, 42, 48, 54, 60', '4: \xa0\xa0 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60', '4', '6: \xa0\xa0 6, 12, 18, 24, 30, 36, 42, 48, 54, 60', '6', 'Step 3:', 'Let us see which multiples they have in common.', '4: \xa0\xa0 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60\n6: \xa0\xa0 6, 12, 18, 24, 30, 36, 42, 48, 54, 60', '4: \xa0\xa0 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60', '4:', '12', '24', '36', '48', '60', '6: \xa0\xa0 6, 12, 18, 24, 30, 36, 42, 48, 54, 60', '6:', '12', '24', '36', '48', '60', 'The numbers in common are: 12, 24, 36, 48 and 60. So the students will finish the problems together 5 times.', 'Example', 'Relate', 'Rashed has a Gym session every 8 days and Baseball practice very 12 days. In 120 days, how many days will he have Gym and Baseball on the same day?.', 'Engage', 'Click on the accordion items below to recall the steps on \xa0how \xa0to find the least Common Multiple of the 8 and 12.', 'We are repeating, therefor we are working with multiples.', '', '8: \xa0\xa0 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120', '8', '12:\xa0\xa012, 24, 36, 48, 60, 72, 84, 96, 108, 120', '12', '', '8: \xa08, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120', '8', '24', '48', '72', '96', '120', '12: 12, 24, 36, 48, 60, 72, 84, 96, 108, 120', '12', '24', '48', '72', '96', '120', '', 'Rashed will have both Gym class and Baseball practice together, 5 times on the same day.', 'Rashed will have both Gym class and Baseball practice together, 5 times on the same day.', '']"
4_MA6_MLO_181,MA6_MLO_181_KT,index.html,MATH-G6,app,/Users/s.havaldar/Documents/data/raw_html/MATH-G6/4_MA6_MLO_181/MA6_MLO_181_KT/app/index.html,NA,"['multiples(noun)', 'numbers that result when we multiply one whole number by another whole number', 'مضاعفات', '', 'least common multiple (noun)', 'the smallest number that is a multiple of two or more numbers', 'المضاعف المشترك الأصغر', '', 'skip count(verb)', 'counting forward or backward by a number other than 1; ex. skip counting by 3 is: 3, 6, 9, 12, ...', 'تخطي العد', '', 'represent(verb)', 'to stand as an equivalent of; ex. 4 AED represents the amount paid for a piece of candy', 'توضح', '']"
4_MA6_MLO_181,MA6_MLO_181_MP,index.html,MATH-G6,app,/Users/s.havaldar/Documents/data/raw_html/MATH-G6/4_MA6_MLO_181/MA6_MLO_181_MP/app/index.html,My lesson objective is to find the least common multiple of two or more numbers.,"['', 'Learning Plan', 'Learning Plan', 'I can plan for success by completing the graphic organizer', '', 'Suppose you go to the park every 3 days. You go Monday, then again Thursday, then Sunday, and so on. Your friend goes to the park every 4 days. You and your friend were both at the park today. Would you know how many days it would be until you are both at the park again?', 'To solve this problem, you could list the multiples of 3 and 4. Then you find the smallest number that is a multiple of both.', 'Today, you will learn how to find the least common multiple of two numbers to solve problems such as this one.', 'Open your Learning Journal. Write down everything you know about multiples.']"
4_MA6_MLO_181,MA6_MLO_181_DOK1,index.html,MATH-G6,app,/Users/s.havaldar/Documents/data/raw_html/MATH-G6/4_MA6_MLO_181/MA6_MLO_181_DOK1/app/index.html,My lesson objective is to find the least common multiple of two or more numbers.,"['', 'Engage', 'Choose the correct answer.', 'How would you define a multiple of a number?', '-- choose -- \nthe largest factor that is shared between two numbers.\nnumbers that are\xa0divisible\xa0by 1\nsmallest\xa0multiple\xa0that two numbers share.\nnumber that results when we multiply one whole number by another whole number', 'Define', 'The least common multiple is the smallest multiple', 'If a problem is talking about an event happening over and over again, or buying multiple packages of something in order to have enough, you are being asked to find the multiples. Let us look at an example.', 'Example', 'Identify', 'Ahmed goes dune bashing every 12th day. He goes to the beach every 6th day for a quick swim.', 'How many days from today will he go both dune bashing and to the beach on the same day?', '', 'Solution', 'We have events that are happening over and over, therefore we are looking for the multiples.', 'Step 1 :', 'find the multiples of 12 and 6', 'find the multiples of 12 and 6', '12: 12, 24, 36, 48, 60, ...\n6: 6, 12, 18, 24, 30, ...', '12: 12, 24, 36, 48, 60, ...', '12', '6: 6, 12, 18, 24, 30, ...', '6', 'Step 2 :', 'How many days from now will he do both. That means we are looking for the first multiple they share, or the least common multiple.', '12: 12, 24, 36, 48, 60, …\n6: 6, 12, 18, 24, 30, …', '12: 12, 24, 36, 48, 60, …', '12', '12', '6: 6, 12, 18, 24, 30, …', '6', '12', 'That number is 12', 'So 12 days from now, Ahmed will go to dune bashing and to the beach on the same day.', 'Example', 'Identify', 'Which of the following numbers is a multiple of 9?', 'Solution', 'Engage', '', '46', '18', '39', '77', 'Restart']"
5_MA6_MLO_109,MA6_MLO_109_DOK2,index.html,MATH-G6,app,/Users/s.havaldar/Documents/data/raw_html/MATH-G6/5_MA6_MLO_109/MA6_MLO_109_DOK2/app/index.html,My lesson objective is to identify ratios and define them as the relationship between two quantities.,"['In the picture to the right, there are 15 raspberries and 20 blueberries. We can say the ratio of raspberries to blueberries is 15 to 20', 'We can write this ratio in three different ways as follows:', '15 to 20\xa0\xa0\xa0\xa0\xa0or\xa0\xa0\xa0\xa0\xa015 : 20\xa0\xa0\xa0\xa0\xa0or\xa0\xa0\xa0\xa0\xa0\n                        \n\n\n1\n5\n\n\n2\n0', 'If we were to talk about the ratio to our friends, we would want to express that ratio in simplest form:', '3 to 4\xa0\xa0\xa0\xa0\xa0or\xa0\xa0\xa0\xa0\xa03 : 4\xa0\xa0\xa0\xa0\xa0or\xa0\xa0\xa0\xa0\xa0\n                        \n\n\n3\n\n\n4', '', 'Recall', 'Remember, we can write each ratio in simplest form by dividing both numbers by the greatest common factor.', 'We will now take a look at identifying ratios from pictures.', 'Example', 'Take a look', 'Consider the image below and answer the questions that follow:', '', 'Engage', 'A)\xa0Rashed said “the ratio of circles to triangles is 9 to 2', 'Rashed said “the ratio of circles to triangles is 9 to 2', '', 'Is Rashed correct?', 'No.', 'Rashed was not correct.', 'The ratio of circles to triangles is actually 2 to 9', 'What is the ratio of the triangles to the squares in the simplest form ?', 'Solution', 'Engage', '', '', '9 : 6 \xa0\xa0\xa0(\xa0\\(\\div\\) \xa03)\n                                                3 : 2', '\\(\\div\\)', '', 'Remember, it is important that the numbers in the ratio follow the same order as their description.', 'Example', 'Apply', '', 'A) Find the ratio of hearts to arrows.', 'Find the ratio of hearts to arrows.', 'Solution', 'Engage', '', '', '', 'Count the number of each shape.', 'There are 6 hearts and 8 arrows', 'There are 6 hearts and 8 arrows', '', 'Put the numbers in the form of a ratio.', '6 to 8', '', 'Write the ratio of hearts to arrows in simplest form.', '3 to 4', '', '', 'Previous', '', 'Next', 'Engage', 'B) Fatima said that the ratio of stars to hearts is 5 to 3', 'Fatima said that the ratio of stars to hearts is 5 to 3', '', 'Is Fatima correct?', 'Yes.', 'Count the number of stars and hearts.', 'There are 10 stars and 6 hearts. The ratio of stars to hearts is 10 to 6', 'So, is Fatima wrong? No! We see that if we write the ratio in simplest form, it reduces to 5 to 3!']"
5_MA6_MLO_109,MA6_MLO_109_DOK3,index.html,MATH-G6,app,/Users/s.havaldar/Documents/data/raw_html/MATH-G6/5_MA6_MLO_109/MA6_MLO_109_DOK3/app/index.html,My lesson objective is to identify ratios and define them as the relationship between two quantities.,"['At a local aquarium, there are many fish. It is the job of the workers to feed the fish on a daily basis. For instance, each jellyfish gets fed 4 pieces of fish food twice a day.', 'We can say that the ratio of jellyfish to fish food is 1 to 8', 'We will now be identifying ratios from a list of several values.', '', 'Example', 'Identify', 'Below is a list of each type of fish in the aquarium. It shows the number of each type of fish that the aquarium has.', 'Type', '# of Fish', 'batfish', '22', 'sharks', '15', 'clown fish', '30', 'catfish', '12', '', 'Identify the ratio of clown fish to batfish. Describe the ratio using a sentence.', 'Solution', 'Engage', '30 clown fish', '22 batfish', '', 'clownfish to batfish', 'clownfish', 'batfish', '30', '22', '', '30 to 22 \xa0\xa0( \\(\\div\\)\xa02)', '30', '22', '\\(\\div\\)', '15 to 11', '', 'The ratio of clownfish to batfish is 15 to 11', '', 'Example', 'Identify', 'Solution', 'Engage', '', '', '', '', 'Identify the number of each type of fish.', '15 sharks', 'Write them in the form of a ratio. Remember to write them in the order they are described.', 'catfish : sharks', 'sharks', '12 \xa0\xa0\xa0\xa0\xa0:\xa0\xa0\xa0\xa0\xa015', '15', 'Write the ratio in simplest form. Divide each number by 3', '5', 'Describe the ratio in a sentence.', 'The ratio of catfish to sharks is 4 to 5', '', 'Previous', '', 'Next', 'Example', 'Identify', 'Identify the ratio of sharks to all fish.', 'Solution', 'Engage', '', '\\( {15 \\over 79}\\)', '\\( {79 \\over 15}\\)', '\\( {22 \\over 30}\\)', '\\( {12 \\over 22}\\)']"
5_MA6_MLO_109,MA6_MLO_109_DOK1,index.html,MATH-G6,app,/Users/s.havaldar/Documents/data/raw_html/MATH-G6/5_MA6_MLO_109/MA6_MLO_109_DOK1/app/index.html,My lesson objective is to identify ratios and define them as the relationship between two quantities.,"['Have you ever cooked rice on a stovetop? The directions are specific on how many cups of rice and water you must use. For instance, let’s say to make 6 servings, you must use 3 cups of rice and 2 cups of water. The ratio between the cups of rice to the cups of water is 3 to 2', '', 'Define', 'Engage', 'There are three ways in which we can write ratios. In the example above, our ratio of rice to water was 3 to 2', 'Below are the different ways in which we might see that ratio written:', 'Engage', 'Click next to explore the different ways to write a ratio.', '', '', '', '', 'Ways to write a ratio', '3 to 2', 'using the word “to”', 'read “ 3 to 2 ”', '3 : 2', 'separated by a colon', 'read “ 3 to 2 ”', '\\({3 \\over 2}\\)', '\\({3 \\over 2}\\)', 'as a fraction', 'read “ 3 to 2 ”', '', 'Previous', '', 'Next', 'Notice that although they all look different, we can read all of them aloud the same way.', 'Example', 'Identify', 'Write the ratio 12 to 6 in two other ways.', 'Solution', 'Engage', 'Choose the correct answer :', '\\( {12 \\over 6 }\\)', '6 : 12', '12 : 6', '\\({6 \\over 12}\\)', 'You will notice the last ratio, in fractional form, looks like it can be reduced.', 'You would be right! We can reduce ratios just as we do fractions. Although the above ratios are correct, we prefer ratios to be expressed in simplest form.', 'To write a ratio in simplest form, we will divide both numbers in the ratio by the greatest common factor.', 'Example', 'Identify', 'Write the ratio 12:6 in simplest form.', 'Solution', 'Engage', 'For the ratio 12 to 6, we will find the greatest common factor of 12 and 6', 'Factors of 12\xa0:  1, 2, 3, 4, 6, and 12\nFactors of 6\xa0: 1, 2, 3, and 6', 'Factors of 12\xa0:  1, 2, 3, 4, 6, and 12', 'Factors of 6\xa0: 1, 2, 3, and 6', '', '6', '', '12 divided by 6 = 2\n                                            \n 6 divided by 6 = 1', '', '2 to 1\n2 : 1\n\\( {2\\over 1}\\)', '2 to 1', '2 : 1', '\\( {2\\over 1}\\)', '', 'You now know 3 different ways to write a ratio! Remember to write ratios in simplest form when you can. You are off to a great start!']"
5_MA6_MLO_109,MA6_MLO_109_MP,index.html,MATH-G6,app,/Users/s.havaldar/Documents/data/raw_html/MATH-G6/5_MA6_MLO_109/MA6_MLO_109_MP/app/index.html,My lesson objective is to identify ratios and define them as the relationship between two quantities.,"['Learning Plan', 'Learning Plan', 'I can plan for success by finding a relationship between the triangles and circles.', 'It is common to make comparisons using ratios. You may hear your teacher say “the ratio of girls to boys in this class is 3 to 2” This means that for every 3 girls, there are 2 boys.', 'Open your Learning Journal. Draw triangles and circles, then, answer the following questions:', 'How many of each shape did you draw?', 'What is the ratio of triangles to circles?', 'What is the ratio of circles to all of the shapes you drew?']"
5_MA6_MLO_109,MA6_MLO_109_KT,index.html,MATH-G6,app,/Users/s.havaldar/Documents/data/raw_html/MATH-G6/5_MA6_MLO_109/MA6_MLO_109_KT/app/index.html,NA,"['servings(noun)', 'the number of portions of food meant for one person', 'حصة من الطعام', '', 'ratio(noun)', 'a quantitative relationship between two values', 'نسبة', '', 'quantitative(noun)', 'expressing in terms of an amount', 'كمى', '', 'value(noun)', 'a specific number that has been assigned', 'قيمه', '', 'reduce(verb)', 'the process of writing a number into a simpler form', 'يقلل / يُبسط', '', 'simplest form(phrase)', 'a fraction that cannot be reduced any further', 'أبسط صورة', '', 'aquarium (noun)', 'a building where fish, plants, and other water creatures are kept', 'حوض سمك', '', 'greatest common factorG.C.F (noun)', 'the highest number that divides exactly into two or more numbers', 'العامل المشترك الاكبر', '']"
